trade_date,stock_id,open,high,low,close,volume,amount,ma_5,ma_10,ma_20,ma_60,ma_120,ma_240,rsi_6,rsi_14,macd_dif,macd_dea,macd_hist,dmi_pdi,dmi_mdi,dmi_adx,dmi_adxr,bb_upper,bb_mid,bb_lower,vol_ma5,vol_ma20,vol_ratio,vwap
2026-02-02,0050,71.55,71.75,70.9,71.5,234325396.0,16687566456.0,73.02,72.58500000000001,71.655,65.785,61.66791666666666,99.968125,41.93548387096775,54.99999999999999,1.8021698076149164,2.0431029472238005,-0.24093313960888407,36.56616144637867,25.126702675745022,46.28751820396469,,74.22423089043892,71.655,69.08576910956108,138695525.0,113760205.3,1.689494999928801,71.2153558293784
2026-02-02,0051,105.5,105.5,103.25,104.4,216205.0,22576472.0,106.16,104.56500000000001,101.1875,93.87416666666667,89.83625,81.939375,55.47945205479459,70.78313253012047,3.537734353927519,3.3436291799634845,0.19410517396403426,39.610878031265926,14.941374347541986,50.47711467229025,,109.49829671904266,101.1875,92.87670328095734,139577.4,109415.75,1.5489971872237196,104.42159987049328
2026-02-02,0052,42.7,42.73,42.21,42.52,79577496.0,3375621951.0,43.482,43.024,42.1375,85.44983333333334,154.50825,167.55016666666663,45.36741214057508,60.22364217252399,-4.275447930726536,-6.678399289403218,2.402951358676682,22.982656884839344,53.07166497544148,52.85159473778027,,44.340740436528634,42.1375,39.93425956347137,59518972.4,58543223.45,1.3370105832001897,42.419303454836026
2026-02-02,0053,158.25,158.65,156.65,158.25,34132.0,5382130.0,161.70999999999998,159.95499999999998,156.14499999999998,142.65666666666667,134.1625,116.22229166666666,41.74757281553404,63.38672768878721,5.126794933882934,5.284421715749485,-0.15762678186655066,37.05858333993441,22.59126940427889,44.62086851809146,,165.37805845433184,156.14499999999998,146.91194154566813,30152.4,28040.05,1.1319828604024886,157.68574944333764
2026-02-02,0055,32.03,32.03,31.6,31.72,162388.0,5151912.0,32.116,32.163,32.1055,31.242,30.889833333333335,29.596999999999998,39.49044585987272,46.75767918088737,0.14055118009192213,0.22099876809416152,-0.08044758800223939,23.555429521373178,24.826262111381663,26.08003522962359,,32.54671721586737,32.1055,31.664282784132627,150834.6,163103.55,1.076596483830633,31.725940340419243
2026-02-02,0056,37.28,37.33,37.0,37.15,87721121.0,3258159120.0,38.024,38.05,37.912499999999994,36.77916666666667,36.494,35.540625,37.711864406779696,42.2163588390501,0.2516435468904916,0.37449758454078524,-0.12285403765029362,27.64634748909186,36.66560826385157,29.782168862366944,,38.79629266442154,37.912499999999994,37.028707335578446,75808426.4,75153331.75,1.1571420904734673,37.14224217449296
2026-02-02,0057,210.95,210.95,209.85,210.95,7600.0,1600235.0,215.75,213.89499999999998,209.8925,192.625,180.96999999999997,159.23666666666668,40.38461538461538,60.742187499999986,5.968678605176109,6.387681640926886,-0.41900303575077746,40.5526162542581,30.10074414429183,47.69883757141714,,219.8039646535654,209.8925,199.98103534643462,18032.2,20787.25,0.4214682623307195,210.55723684210525
2026-02-02,0061,23.2,23.63,23.2,23.3,562025.0,13136511.0,23.467999999999996,23.596,23.7315,22.9685,22.18475,20.384333333333338,25.675675675675535,22.14765100671137,0.08733985689475787,0.18029851232695712,-0.09295865543219925,17.543289677403433,19.888839163101704,11.784311388845842,,24.14344148792409,23.7315,23.31955851207591,475841.8,454463.15,1.1811173377370379,23.373534985098527
2026-02-02,1101,26.25,26.25,25.7,25.9,48157632.0,1247805324.0,26.24,26.085,25.2825,23.27166666666667,,,55.555555555555536,61.445783132530124,0.8164957541587619,0.8236504402002052,-0.0071546860414433144,30.822865068602873,11.362684882151145,53.18855325362016,,27.455607161840526,25.2825,23.109392838159472,40925849.0,49782410.3,1.176704532140555,25.910853008719364
2026-02-02,1102,35.25,35.25,34.6,34.6,10349074.0,359597825.0,35.25,35.475,36.255,37.119166666666665,37.11416666666666,40.09375,34.7826086956523,18.08510638297875,-0.5635023392228717,-0.4243185883176877,-0.13918375090518403,12.649545482687524,27.20120378191765,21.2840459369981,,38.010862361228305,36.255,34.4991376387717,9365486.0,8827613.15,1.1050226331020088,34.74685996061097
2026-02-02,1103,14.3,14.3,13.9,14.05,254439.0,3566059.0,14.190000000000001,14.105,14.0375,13.8925,13.610833333333336,14.430833333333334,54.545454545454604,55.00000000000006,0.06767721338677823,0.062800091059756,0.00487712232702224,14.002596922017062,16.809206121378242,12.34302172982609,,14.338157174938718,14.0375,13.73684282506128,424911.0,356939.15,0.5988053968948792,14.01537893168893
2026-02-02,1104,29.6,29.6,29.1,29.4,605516.0,17724254.0,29.809999999999995,29.925,30.047499999999996,30.484166666666667,30.27583333333333,29.558125,32.14285714285721,23.91304347826086,-0.16647642086837777,-0.1257159020874765,-0.040760518780901284,18.208016190090976,29.417205105314213,13.863984061003634,,30.664346820531836,30.047499999999996,29.430653179468155,685310.0,585973.25,0.8835651019246764,29.27132231022797
2026-02-02,1108,15.0,15.05,14.95,15.0,168403.0,2524553.0,15.069999999999999,15.09,15.040000000000001,14.984999999999998,15.059583333333332,14.873750000000001,25.000000000000227,50.0,0.027813242177234798,0.03703765627322441,-0.009224414095989612,15.103615907545006,14.804466841004674,17.460932467858257,,15.23358120830909,15.040000000000001,14.846418791690912,208303.8,266434.65,0.8084490057310525,14.991140300350944
2026-02-02,1109,15.4,15.45,15.3,15.45,136076.0,2091748.0,15.469999999999999,15.45,15.45,15.5225,15.630833333333333,16.328958333333333,66.66666666666627,50.0,-0.015396992487310968,-0.020741361482552387,0.005344368995241419,9.95639797835409,16.48313285039908,22.192193807584054,,15.541766293548545,15.45,15.358233706451454,107683.2,130903.0,1.2636697274969542,15.371909815103324
2026-02-02,1110,16.25,16.3,15.75,15.9,380628.0,6073417.0,16.15,16.25,16.3375,16.489166666666666,16.807916666666667,17.986666666666668,25.000000000000227,27.586206896551786,-0.09666098269426726,-0.060895785851704895,-0.035765196842562366,10.044805093857695,23.410114450814117,11.196446351678127,,16.666573659967955,16.3375,16.00842634003204,167862.8,314427.7,2.2674946444358133,15.956306419916558
2026-02-02,1201,14.6,14.6,14.35,14.4,282974.0,4079986.0,14.51,14.48,14.4625,14.7075,15.051250000000001,15.872708333333334,41.666666666666686,51.85185185185188,-0.03948777300473871,-0.05681853141887393,0.017330758414135214,16.12949918976768,20.533392560109117,14.199825713239408,,14.642777563772247,14.4625,14.282222436227753,309294.2,381131.5,0.9149023809693165,14.418236304395457
2026-02-02,1203,39.3,39.45,39.0,39.25,13233.0,519202.0,39.62,39.605000000000004,39.62,39.667500000000004,,,32.142857142857025,41.99999999999996,-0.04569187485838455,-0.01766112270833149,-0.028030752150053063,18.411733395441438,28.914584004603487,15.91873880487489,,39.981866506352965,39.62,39.25813349364703,10415.6,16065.25,1.270498099005338,39.23539635759087
2026-02-02,1210,50.9,51.0,50.4,50.7,2129249.0,107944584.0,51.3,51.779999999999994,51.745000000000005,51.77333333333333,52.33166666666667,56.2575,10.000000000000142,36.11111111111103,-0.07575352717229578,0.06347960954944676,-0.13923313672174253,14.949699008027324,21.882215119956207,21.31275942815198,,52.784179838546045,51.745000000000005,50.705820161453964,2186623.4,1467355.55,0.9737611881405824,50.69608298512762
2026-02-02,1213,9.8,10.1,9.8,10.1,9080.0,89629.0,10.129999999999999,10.143,10.124,,,,0.0,52.873563218390785,-0.07161172787247949,-0.08431208096119652,0.012700353088717031,22.440195256200102,29.424658861946458,10.644966757705195,,10.492804612370593,10.124,9.755195387629408,9481.0,17337.6,0.9577048834511127,9.871035242290748
2026-02-02,1215,148.5,149.0,146.5,148.0,411149.0,60817214.0,149.6,150.75,147.45,141.30833333333334,138.37916666666666,123.86291666666668,38.88888888888889,44.61538461538461,2.816886505517175,3.194988915967321,-0.37810241045014603,25.217559008096462,15.023193024383724,38.36329102325512,,160.1733726081689,147.45,134.72662739183107,645531.0,1339182.0,0.6369159653060813,147.9201311446702
2026-02-02,1216,72.3,72.3,71.3,71.6,7255933.0,520225189.0,72.28,73.14,74.35499999999999,75.55666666666667,76.9075,78.78708333333333,0.0,9.090909090909093,-1.1806826273569015,-0.8615190648004742,-0.3191635625564273,9.386002417637924,25.927265186379334,23.932005862874476,,77.29257866636048,74.35499999999999,71.4174213336395,9981472.4,10933542.65,0.7269401456242067,71.69652600154936
2026-02-02,1217,10.65,10.65,10.4,10.4,806263.0,8431980.0,10.569999999999999,10.61,10.555,10.445833333333333,10.554166666666667,10.893125,20.0,47.058823529411825,0.023989087344927995,0.04179817925991433,-0.017809091914986336,14.91571533051789,17.87912262741148,30.20362172399422,,10.769966337634186,10.555,10.340033662365814,606125.6,624909.55,1.3301913002849575,10.458101140694787
2026-02-02,1218,18.25,18.25,18.05,18.1,490580.0,8890464.0,18.389999999999997,18.395,18.3375,18.217499999999998,18.535416666666666,19.505625,28.571428571428868,42.30769230769229,0.034182559562914605,0.05816864865340097,-0.023986089090486364,20.455139717429077,21.056871173591865,26.02690509877973,,18.643363746753273,18.3375,18.031636253246724,565034.6,566580.95,0.8682300163565205,18.122353133026213
2026-02-02,1219,13.55,13.55,13.35,13.5,327138.0,4391781.0,13.5,13.475,13.477499999999997,13.554166666666667,13.592916666666666,14.157291666666667,50.0,47.05882352941173,-0.004085631747182461,-0.012859568262958443,0.008773936515775982,18.140494419227814,22.603302213419056,9.852548322916967,,13.673445749741385,13.477499999999997,13.28155425025861,274279.4,280217.05,1.1927180823641876,13.424857399629515
2026-02-02,1220,12.7,12.85,12.65,12.85,93385.0,1187909.0,12.84,12.815000000000001,12.7025,12.600000000000001,12.827916666666669,13.679375,66.6666666666668,62.962962962962955,0.07419616289073439,0.06122350573479666,0.012972657155937727,18.505157717600678,19.117043305649588,18.00360442002499,,13.058612046235773,12.7025,12.346387953764228,183926.2,304161.0,0.5077308181216161,12.720554692937839
2026-02-02,1225,28.2,28.2,27.95,27.95,223171.0,6261662.0,28.380000000000003,28.459999999999997,28.360000000000003,29.485,30.094583333333333,,30.76923076923073,46.03174603174603,-0.22752087175255653,-0.2587216994694343,0.031200827716877766,15.387117191951727,24.051752093907698,20.475471512163544,,28.8776871641766,28.360000000000003,27.842312835823407,146304.6,146538.15,1.5253860780864033,28.057686706606145
