trade_date,stock_id,passed_conditions,close,open,high,low,volume,ma_5,ma_20,ma_60,rsi_14,macd_hist,condition_a_higher_highs_lows,condition_b_above_ma20_low_hold,condition_c_red_above_ma5,condition_d_break_yesterday_high
2026-02-02,1236,4,26.3,26.15,26.5,25.75,276770.0,25.95,25.26,25.194999999999997,72.41379310344833,0.1652975001679661,True,True,True,True
2026-02-02,1590,4,1170.0,1135.0,1195.0,1130.0,2156560.0,1080.0,1021.7,958.7333333333332,87.39495798319328,12.433805413797153,True,True,True,True
2026-02-02,6552,4,33.55,30.2,33.55,30.0,1563283.0,30.69,27.4925,25.71833333333333,79.9256505576208,0.6221899876433528,True,True,True,True
