trade_date,stock_id,open,high,low,close,volume,amount,ma_5,ma_10,ma_20,ma_60,ma_120,ma_240,rsi_6,rsi_14,macd_dif,macd_dea,macd_hist,dmi_pdi,dmi_mdi,dmi_adx,dmi_adxr,bb_upper,bb_mid,bb_lower,vol_ma5,vol_ma20,vol_ratio,vwap
2026-03-05,0050,78.3,78.85,76.7,77.4,207004644.0,16090040992.0,79.14,76.625,74.675,66.62916666666666,61.8025,103.54604166666667,60.10638297872343,60.281690140845086,3.4154649817191682,3.1222354354164104,0.2932295463027579,46.30730953605579,27.618091197178913,42.10800532519526,,80.79670426906233,74.675,68.55329573093766,186701746.0,129244360.6,1.1087450890791348,77.72792281896825
2026-03-05,0051,106.2,107.8,105.25,106.25,91281.0,9731395.0,110.35,107.61500000000001,106.545,95.55833333333334,90.40208333333334,81.86958333333334,52.68138801261828,49.468085106382986,3.9195929493806716,3.946775681078953,-0.027182731698281337,37.90210457223296,26.582197971598458,41.35529958847385,,112.44931599496581,106.545,100.64068400503419,117749.2,115579.3,0.775215457939417,106.6092067352461
2026-03-05,0052,46.28,46.9,45.66,45.85,90527862.0,4184724668.0,47.05,45.572,44.4005,93.52633333333333,157.58275,169.40179166666667,56.838905775075965,57.947855340622375,-4.318683138539747,-7.308653859145928,2.9899707206061814,29.652314197417006,50.176673121376794,45.35921692495711,,48.13318056637595,44.4005,40.667819433624054,76312380.0,54721662.4,1.186280155329974,46.225820156892695
2026-03-05,0053,168.5,173.55,168.5,170.35,34685.0,5924109.0,174.78,168.925,164.9075,145.3216666666667,134.80875,116.59154166666667,59.50782997762863,58.38433292533658,8.094402845458774,7.521655732070034,0.5727471133887398,48.23429272716319,28.66416217564074,43.26470331601109,,178.31292996817544,164.9075,151.50207003182456,28155.4,28929.8,1.2319128834965938,170.79743404930085
2026-03-05,0055,33.04,33.14,32.61,32.9,233999.0,7696784.0,34.013999999999996,33.396,32.772,31.451666666666664,30.972083333333334,29.521875,49.59999999999999,54.044750430292574,0.615406286757775,0.5515237994997846,0.0638824872579904,34.25187636713928,23.88542717035998,39.124920026434495,,34.52443109332198,32.772,31.019568906678014,539284.2,249856.3,0.4339066488504577,32.892379881965304
2026-03-05,0056,38.5,38.75,38.12,38.5,54632081.0,2104296967.0,39.507999999999996,38.767999999999994,38.3495,36.93383333333333,36.52833333333333,35.517875000000004,52.13903743315504,51.79640718562876,0.6578604962272294,0.5598902871354887,0.0979702090917407,36.75719578442015,33.99365380855991,23.46287593262642,,40.05969820334873,38.3495,36.63930179665127,75498471.6,71899120.45,0.7236183705737429,38.51760592828232
2026-03-05,0057,231.55,231.55,226.5,226.7,18058.0,4100622.0,233.52000000000004,226.32,220.70499999999998,195.73999999999998,181.75374999999997,159.62129166666668,57.23684210526313,57.97101449275361,10.230198755258584,9.57049176756064,0.6597069876979447,48.760361891365925,30.13014879359123,40.76185190424358,,238.26502937295237,220.70499999999998,203.1449706270476,33924.2,44153.0,0.5323043726897024,227.08062908406245
2026-03-05,0061,23.18,23.63,23.16,23.63,515291.0,12116807.0,23.772,23.695,23.595999999999997,22.8875,22.063333333333333,20.253125,39.65517241379305,54.24836601307187,0.22033211658085605,0.23179060860343575,-0.011458492022579703,20.097832141541183,27.236561169742174,10.515801166593947,,23.974328734806736,23.595999999999997,23.217671265193257,502380.0,395055.3,1.0256996695728333,23.51449375207407
2026-03-05,1101,25.2,25.3,24.4,24.8,50595969.0,1254590358.0,26.02,25.785000000000004,25.905,23.421666666666667,,,36.53846153846155,30.23255813953486,0.5614632112322582,0.7086592922444596,-0.14719608101220139,24.850185398407977,28.093832253242134,36.721927996515284,,26.81164215653133,25.905,24.99835784346867,33551360.2,35433119.3,1.5080154336037916,24.796251219143564
2026-03-05,1102,34.9,34.9,34.25,34.3,8591279.0,295948638.0,35.410000000000004,35.42999999999999,35.3425,36.6825,37.011250000000004,39.71333333333334,26.086956521739154,38.043478260869556,-0.3525157394436036,-0.3953026050959149,0.04278686565231132,19.77056433716523,29.3550406223345,15.025309721475338,,36.264325991116756,35.3425,34.420674008883246,10732755.8,9022843.95,0.8004727918993554,34.447564559363045
