trade_date,stock_id,open,high,low,close,volume,amount,ma_5,ma_10,ma_20,ma_60,ma_120,ma_240,rsi_6,rsi_14,macd_dif,macd_dea,macd_hist,dmi_pdi,dmi_mdi,dmi_adx,dmi_adxr,bb_upper,bb_mid,bb_lower,vol_ma5,vol_ma20,vol_ratio,vwap
2026-02-04,0050,72.4,73.15,72.3,72.9,59733704.0,4346370749.0,72.74,72.725,71.935,66.1175,62.0020833333,98.3691666667,48.5981308411,62.0320855615,1.6556068632,1.9160351118,-0.2604282486,39.1648718052,21.135247043,43.8685588637,,74.3707210107,71.935,69.4992789893,132596770.0,107811377.1,0.4504913958,72.7624516471
2026-02-04,0051,105.65,107.8,105.65,107.4,130318.0,13984896.0,106.11,105.475,102.2925,94.33,90.2441666667,81.9197916667,60.6060606061,72.676056338,3.4388406947,3.378843525,0.0599971697,40.8458012678,12.2038363925,51.4065660306,,110.14081695,102.2925,94.44418305,147992.6,109311.75,0.8805710556,107.3136174588
2026-02-04,0052,43.07,43.61,43.03,43.43,22105102.0,958256217.0,43.312,43.229,42.384,74.53,150.5279166667,164.8814583333,50.1457725948,67.107195301,-3.2216231916,-5.1111474237,1.8895242321,26.3312379006,47.0887395979,48.1531538762,,44.5402970209,42.384,40.2277029791,56478037.4,53922928.15,0.3913928851,43.3500020493
2026-02-04,0053,160.8,161.95,160.8,161.4,18420.0,2968009.0,161.15,160.89,157.175,143.3425,134.9079166667,116.3405,50.643776824,69.5833333333,4.7618624619,5.1310821652,-0.3692197033,41.0470153783,19.6676542923,44.1360405773,,166.1296518343,157.175,148.2203481657,32456.2,27988.9,0.5675340921,161.1296959826
2026-02-04,0055,32.05,32.49,31.9,32.29,138305.0,4459556.0,32.104,32.148,32.1245,31.3148333333,30.9369166667,29.56875,50.8875739645,52.131147541,0.1300472261,0.1855264408,-0.0554792148,27.4196035337,19.4941455386,22.4131943936,,32.5571892649,32.1245,31.6918107351,154194.8,155930.4,0.8969498323,32.2443584831
2026-02-04,0056,37.58,37.85,37.41,37.84,29305483.0,1105164213.0,37.692,37.931,37.942,36.8285,36.541,35.4927083333,35.2422907489,47.9809976247,0.1937828192,0.3112962683,-0.1175134492,31.6271598418,30.3485052103,24.7715888247,,38.771269812,37.942,37.112730188,59590341.8,71221209.75,0.4917824284,37.7118579823
2026-02-04,0057,215.6,216.6,215.6,216.45,60097.0,12979743.0,215.25,215.09,211.0625,193.7016666667,181.955,159.3625416667,51.4106583072,67.9738562092,5.6455208321,6.1442820033,-0.4987611712,48.4312846283,25.2993273295,45.4347483225,,220.8537890931,211.0625,201.2712109069,25875.8,24098.8,2.3225175647,215.9798825233
2026-02-04,0061,23.01,23.46,23.01,23.38,420549.0,9825433.0,23.39,23.497,23.6725,22.9976666667,22.256,20.40725,37.8947368421,33.7837837838,0.0382009333,0.1309496836,-0.0927487503,14.5086246382,20.6344027509,11.775047751,,24.1498556547,23.6725,23.1951443453,384739.2,432211.65,1.0930755171,23.3633488607
2026-02-04,1101,25.5,26.0,25.4,25.8,18996770.0,490570471.0,26.04,26.025,25.52,23.4258333333,,,41.935483871,58.6956521739,0.6808910573,0.7788379648,-0.0979469076,27.2746085301,13.2888120804,48.1248480798,,27.2242979725,25.52,23.8157020275,36696833.4,49085662.1,0.5176678269,25.8238885347
2026-02-04,1102,34.4,35.15,34.25,35.0,7212806.0,251657570.0,34.91,35.255,36.0325,37.0308333333,37.0241666667,39.9889583333,33.3333333333,31.1827956989,-0.6099644622,-0.4907689854,-0.1191954768,14.2536960756,25.2550726728,22.3116631063,,37.9651216173,36.0325,34.0998783827,8219903.0,8574184.15,0.877480671,34.8903838534
2026-02-04,1103,13.9,14.05,13.85,14.05,411046.0,5736189.0,14.09,14.095,14.06,13.9225,13.6183333333,14.3795833333,42.8571428571,45.4545454545,0.0398656732,0.0547901623,-0.0149244891,12.5779103315,16.7662417856,11.3853146576,,14.2975311614,14.06,13.8224688386,343341.0,349012.2,1.1971946258,13.9551023486
2026-02-04,1104,29.55,29.85,29.5,29.85,396550.0,11774460.0,29.7,29.855,30.025,30.4466666667,30.3216666667,29.530625,45.8333333333,37.7358490566,-0.1703249328,-0.1433088997,-0.0270160331,20.8303653619,26.2585279037,14.1620880379,,30.6823471405,30.025,29.3676528595,519192.4,580183.8,0.7637823666,29.6922456185
2026-02-04,1108,15.05,15.1,15.05,15.1,96047.0,1448998.0,15.05,15.08,15.0575,14.9891666667,15.06375,14.8497916667,50.0,50.0,0.0262537816,0.0329326202,-0.0066788386,17.0027626112,13.3565137187,16.5117985018,,15.2269418081,15.0575,14.8880581919,165564.8,260855.35,0.5801172713,15.0863431445
2026-02-04,1109,15.45,15.45,15.4,15.4,54555.0,841849.0,15.43,15.435,15.445,15.5225,15.6195833333,16.2866666667,40.0,45.4545454545,-0.0249754466,-0.0222010633,-0.0027743833,8.8208645502,14.669267336,22.6494011493,,15.5470835571,15.445,15.3429164429,104072.0,124402.3,0.524204397,15.4311978737
2026-02-04,1110,16.1,16.35,15.95,16.35,160961.0,2613768.0,16.17,16.2,16.33,16.4741666667,16.7720833333,17.9214583333,55.0,46.6666666667,-0.0788269157,-0.069679882,-0.0091470337,9.4032324766,18.8956171339,14.8338284047,,16.6693492224,16.33,15.9906507776,173305.4,303401.0,0.9287708288,16.2385174048
2026-02-04,1201,14.35,14.5,14.35,14.4,107041.0,1544668.0,14.44,14.465,14.4675,14.68,15.03125,15.843125,42.8571428571,46.1538461538,-0.0494212775,-0.0536366362,0.0042153587,14.126333653,18.0165013539,14.1302772942,,14.6338066287,14.4675,14.3011933713,221070.8,344959.1,0.4841932992,14.4306200428
2026-02-04,1203,39.7,39.85,39.25,39.85,22199.0,882311.0,39.56,39.64,39.6225,39.6816666667,,,50.0,49.0909090909,-0.0173108844,-0.0216640768,0.0043531924,21.6340527739,23.5085222725,15.104585722,,39.9959265235,39.6225,39.2490734765,12108.6,14813.95,1.8333250747,39.7455290779
2026-02-04,1210,50.7,51.2,50.6,51.0,1740406.0,88580617.0,51.0,51.52,51.7,51.6716666667,52.2575,56.1527083333,29.4117647059,28.125,-0.1635363939,-0.0126995719,-0.150836822,15.4936124889,19.4848692666,19.9182053303,,52.8534844237,51.7,50.5465155763,1805709.2,1525595.95,0.9638351513,50.8965247189
2026-02-04,1213,9.87,10.05,9.87,10.05,7004.0,69666.0,10.038,10.119,10.0785,,,,33.8709677419,37.1794871795,-0.0891319627,-0.0883178601,-0.0008141026,25.4806465655,26.1105070532,9.2893191277,,10.3735307745,10.0785,9.7834692255,11099.4,13236.35,0.6310251005,9.9466019417
2026-02-04,1215,148.0,150.0,148.0,149.5,319348.0,47632691.0,149.0,149.9,148.8,141.675,138.8083333333,124.2104166667,50.0,51.6129032258,2.412226873,2.9370990363,-0.5248721632,26.4142816592,13.6608396772,37.4406234638,,158.4703562227,148.8,139.1296437773,549687.8,1227202.35,0.5809625027,149.1560648571
2026-02-04,1216,72.4,72.5,72.0,72.1,6281270.0,453413559.0,72.06,72.72,74.01,75.5016666667,76.8491666667,78.655,33.3333333333,15.7894736842,-1.1604355609,-0.9749322443,-0.1855033166,11.8413004477,23.0154379267,25.465395304,,77.0130861319,74.01,71.0069138681,8167867.8,10047209.7,0.7690219962,72.1850133811
2026-02-04,1217,10.45,10.55,10.45,10.5,300081.0,3150682.0,10.5,10.585,10.5625,10.4608333333,10.5525,10.85775,30.0,40.0,0.0066456763,0.0294867972,-0.0228411209,16.3171672343,16.2387438146,24.1177278523,,10.7595172314,10.5625,10.3654827686,510605.8,601874.65,0.587696027,10.4994384849
2026-02-04,1218,18.15,18.2,18.1,18.2,280202.0,5081543.0,18.23,18.36,18.345,18.2158333333,18.5208333333,19.4875,16.6666666667,42.3076923077,0.004544275,0.0406050057,-0.0360607307,18.3132064073,20.5535249584,23.2356492975,,18.6276565705,18.345,18.0623434295,434574.4,558298.35,0.6447733691,18.1352845447
2026-02-04,1219,13.5,13.6,13.45,13.5,368232.0,4980359.0,13.51,13.495,13.4975,13.5491666667,13.5854166667,14.161875,66.6666666667,35.7142857143,-0.0027427519,-0.0093153706,0.0065726188,18.0169225061,19.3425958543,9.4753295534,,13.6513112309,13.4975,13.3436887691,258409.6,267414.0,1.4249934987,13.5250575724
2026-02-04,1220,12.85,12.85,12.8,12.85,59193.0,759475.0,12.85,12.795,12.735,12.6008333333,12.82125,13.6108333333,66.6666666667,61.5384615385,0.0735478168,0.0657817804,0.0077660364,18.9425086107,17.6935179105,15.978566685,,13.0785112807,12.735,12.3914887193,132938.6,295394.3,0.4452657091,12.830486713
2026-02-04,1225,28.4,28.8,28.15,28.75,238221.0,6749390.0,28.33,28.465,28.4025,29.3925,30.0258333333,,56.25,51.4285714286,-0.1800218427,-0.2361554919,0.0561336492,23.1897678794,19.900105461,17.8184334395,,28.909788976,28.4025,27.895211024,179146.2,139167.35,1.329757483,28.3324727879
2026-02-04,1227,28.6,28.9,28.55,28.75,686442.0,19713512.0,28.89,29.1,29.305,30.155,30.4904166667,32.4289583333,5.8823529412,24.2424242424,-0.3488596286,-0.321653798,-0.0272058306,12.1924202069,28.646856443,33.9028186464,,29.9289939271,29.305,28.6810060729,875258.2,876589.9,0.7842737149,28.7183942707
2026-02-04,1229,45.35,45.35,45.0,45.1,1912145.0,86295211.0,45.64,46.13,46.3725,47.0291666667,47.7416666667,47.2258333333,0.0,22.3880597015,-0.4169555544,-0.2826220312,-0.1343335231,17.0455728098,27.2251552469,12.9259215249,,47.5207137157,46.3725,45.2242862843,1910237.4,1634792.45,1.0009986193,45.1300560365
2026-02-04,1231,93.0,94.5,93.0,94.1,169552.0,15957056.0,94.14,94.42,94.52,96.6083333333,111.6416666667,124.249375,37.2093023256,39.1891891892,-0.8176235812,-0.9249084183,0.1072848371,22.4352519533,24.8955467299,11.5195324401,,95.8024319003,94.52,93.2375680997,334395.0,321434.45,0.5070410742,94.1130508635
2026-02-04,1232,146.5,147.5,145.5,147.0,46704.0,6833971.0,146.2,145.8,145.725,145.0833333333,146.1208333333,149.73,60.0,54.5454545455,0.2517059541,0.2109944622,0.0407114919,31.9923397193,10.209598764,24.0424708973,,147.4256190823,145.725,144.0243809177,61524.8,57038.35,0.7591085221,146.3251755738
2026-02-04,1233,32.25,32.25,32.1,32.15,35044.0,1127602.0,32.1,32.155,32.195,31.895,31.3366666667,31.6822916667,33.3333333333,42.1052631579,0.0277308431,0.0625141695,-0.0347833264,19.905102316,22.3163306627,9.8480807753,,32.4171900562,32.195,31.9728099438,32084.4,24164.5,1.0922442059,32.1767492295
2026-02-04,1234,37.0,37.1,36.95,37.05,84140.0,3114567.0,37.0,37.005,37.15,37.565,37.9804166667,39.20875,50.0,33.3333333333,-0.1740993422,-0.1793978392,0.005298497,9.5070156003,18.8900751381,22.561439895,,37.5379772104,37.15,36.7620227896,78920.0,107091.85,1.0661429295,37.0164844307
2026-02-04,1235,40.15,41.2,40.1,40.85,10554.0,428365.0,41.98,41.67,42.9225,,,,44.9438202247,29.9559471366,-1.2791566927,-1.3266593195,0.0475026268,15.6332281207,47.3151710681,38.3047312143,,46.7699154004,42.9225,39.0750845996,7569.2,15260.3,1.3943349363,40.5879287474
2026-02-04,1236,26.35,26.55,26.25,26.55,101843.0,2691651.0,26.29,25.81,25.3575,25.23,24.57,,94.1176470588,82.4561403509,0.2853833917,0.1090517615,0.1763316302,31.2445904628,9.410737772,29.9072464731,,26.7167858032,25.3575,23.9982141968,169922.0,99975.85,0.5993514671,26.4294158656
2026-02-04,1240,60.1,60.2,59.9,60.1,22000.0,1321700.0,59.98,60.13,60.045,60.0566666667,60.0783333333,60.0891666667,100.0,52.0,0.0067598664,0.0191757606,-0.0124158942,11.1998279856,9.6200138506,32.8146185058,,60.6689939271,60.045,59.4210060729,26463.4,21159.75,0.8313368653,60.0772727273
2026-02-04,1256,160.0,163.0,157.5,158.0,67956.0,10867162.0,158.4,157.85,159.35,146.8416666667,148.6,137.1479166667,50.0,37.8378378378,2.5250751631,3.3967814136,-0.8717062505,23.8271670107,10.1293984532,39.3429962379,,167.317697944,159.35,151.382302056,66785.8,66945.7,1.0175216887,159.9146800871
2026-02-04,1259,59.1,61.3,59.1,60.2,6000.0,359700.0,59.54,,,,,,100.0,38.7755102041,-0.3230398584,-0.1445741831,-0.1784656753,12.6416481995,10.8703407738,46.3500172983,,,,,7295.4,,0.8224360556,59.95
2026-02-04,1264,277.5,278.5,277.5,278.5,14000.0,3890000.0,278.8,278.75,279.4,278.875,278.6875,278.59375,0.0,30.7692307692,-0.1251190857,0.0206184815,-0.1457375671,13.4609043075,3.8121583046,36.3031793257,,281.1651599003,279.4,277.6348400997,20326.4,16186.0,0.6887594458,277.8571428571
2026-02-04,1268,158.5,159.5,158.0,159.5,38000.0,6033500.0,158.6,159.45,160.45,159.7833333333,159.6416666667,159.5708333333,100.0,35.2941176471,-0.35449703,-0.0737962873,-0.2807007427,11.6041625766,14.8283500689,45.614762133,,164.2042957851,160.45,156.6957042149,28070.0,36662.5,1.353758461,158.7763157895
2026-02-04,1294,75.8,82.3,75.8,78.6,138000.0,10853000.0,76.74,76.56,76.72,77.905,78.2525,78.42625,100.0,54.347826087,-0.1878564892,-0.4006920655,0.2128355762,15.1450321357,9.425971293,35.682725194,,79.5204510915,76.72,73.9195489085,72117.0,53748.75,1.9135571363,78.6449275362
